376,2,5
377,8,0
378,1,9
379,7,7
380,6,4
381,7,9
382,2,5
383,1,6
384,5,9
385,4,7
386,5,3
387,9,3
388,2,3
389,7,7
390,4,0
391,9,0
392,3,0
393,0,9
394,6,1
395,6,0
396,4,2
397,8,3
398,8,3
399,9,6
400,1,3
401,6,2
402,1,9
403,0,9
404,7,0
405,2,0
406,7,8
407,3,6
408,5,8
409,1,4
410,7,7
411,2,4
412,4,3
413,1,3
414,2,4
415,3,2
416,6,4
417,0,8
418,7,8
419,3,1
420,3,7
421,1,8
422,2,5
423,6,6
424,7,7
425,6,9
426,6,8
427,4,0
428,5,7
429,8,8
430,3,7
431,6,6
432,3,3
433,6,1
434,5,6
435,7,0
436,7,4
437,9,4
438,0,1
439,4,0
440,6,7
441,7,5
442,1,2
443,2,6
444,9,8
445,2,7
446,7,4
447,8,7
448,5,6
449,8,2
450,6,7
451,4,0
452,7,8
453,7,6
454,3,9
455,8,1
456,7,0
457,8,9
458,0,8
459,7,2
460,2,4
461,1,2
462,6,5
463,0,9
464,0,7
465,3,3
466,0,1
467,1,1
468,8,2
469,7,3
470,4,4
471,3,9
472,1,5
473,6,1
474,2,6
475,4,9
476,8,2
477,6,2
478,6,6
479,3,5
480,4,4
481,3,1
482,3,6
483,0,2
484,3,2
485,8,0
486,0,2
487,1,9
488,9,9
489,8,9
490,5,5
491,0,1
492,5,8
493,0,7
494,8,9
495,3,4
496,2,5
497,1,8
498,6,8
499,3,5
500,4,5
501,6,9
502,0,1
503,1,9
504,5,2
505,7,6
506,6,7
507,3,4
508,8,0
509,3,2
510,0,0
511,0,8
512,0,7
513,7,0
514,6,7
515,1,1
516,5,8
517,6,5
518,6,9
519,7,8
520,8,2
521,6,0
522,8,2
523,5,9
524,9,5
525,7,9
526,6,0
527,0,6
528,5,9
529,3,0
530,7,4
531,1,5
532,6,8
533,9,1
534,2,5
535,3,5
536,3,4
537,2,4
538,6,2
539,0,9
540,0,5
541,4,5
542,1,2
543,0,0
544,7,0
545,6,8
546,5,3
547,7,0
548,1,2
549,4,6
550,2,1
551,7,3
552,3,2
553,0,2
554,9,9
555,2,4
556,2,5
557,4,6
558,4,4
559,7,5
560,6,1
561,0,6
562,8,4
563,2,1
564,6,5
565,4,4
566,5,4
567,8,9
568,6,2
569,5,0
570,8,7
571,6,8
572,5,8
573,4,3
574,4,9
575,6,1
576,5,3
577,7,5
578,8,3
579,6,4
580,0,4
581,1,9
582,7,8
583,1,1
584,4,5
585,3,5
586,8,8
587,6,2
588,8,2
589,6,8
590,2,1
591,8,8
592,9,2
593,9,0
594,2,5
595,5,4
596,4,5
597,7,8
598,1,4
599,6,7
600,4,1
601,8,7
602,8,1
603,9,7
604,5,7
605,7,5
606,6,6
607,5,9
608,3,1
609,5,8
610,5,8
611,7,2
612,6,8
613,6,9
614,6,2
615,1,3
616,2,9
617,9,0
618,2,2
619,5,1
620,2,3
621,8,5
622,1,1
623,6,0
624,2,5
625,0,0
626,0,9
627,2,1
628,0,8
629,1,6
630,8,9
631,5,7
632,7,6
633,1,7
634,8,4
635,1,3
636,8,3
637,0,1
638,6,8
639,0,9
640,6,7
641,1,7
642,7,4
643,8,9
644,7,4
645,4,0
646,7,6
647,5,9
648,6,2
649,2,8
650,5,9
651,2,1
652,3,2
653,9,7
654,8,3
655,4,9
656,0,7
657,6,9
658,3,6
659,9,9
660,7,7
661,6,7
662,8,6
663,4,3
664,5,3
665,8,6
666,2,5
667,4,2
668,2,7
669,9,9
670,6,1
671,4,2
672,2,7
673,0,5
674,8,4
675,3,2
676,3,3
677,7,8
678,0,8
679,5,5
680,8,7
681,1,0
682,9,6
683,1,3
684,3,6
685,2,9
686,7,4
687,4,9
688,8,4
689,4,2
690,5,1
691,6,0
692,3,0
693,5,3
694,9,8
695,2,3
696,4,1
697,2,8
698,8,9
699,2,3
700,8,0
701,9,5
702,0,4
703,4,4
704,2,4
705,4,0
706,7,4
707,8,7
708,9,3
709,4,7
710,5,6
711,2,9
712,0,8
713,7,0
714,3,8
715,9,1
716,0,1
717,0,7
718,4,7
719,7,3
720,1,4
721,7,8
722,9,5
723,5,7
724,8,9
725,6,8
726,5,4
727,0,9
728,3,2
729,1,5
730,0,9
731,2,1
732,7,5
733,9,3
734,3,7
735,0,9
736,3,8
737,1,1
738,0,4
739,5,5
740,3,9
741,9,3
742,3,1
743,7,7
744,2,7
745,5,6
746,7,7
747,9,0
748,2,6
749,4,0
750,3,7
751,4,1
752,4,2
753,8,8
754,4,8
755,4,9
756,9,0
757,0,4
758,5,6
759,6,3
760,2,8
761,5,7
762,3,0
763,1,4
764,8,7
765,9,3
766,3,2
767,6,4
768,1,6
769,7,9
770,8,5
771,5,9
772,3,3
773,8,5
774,1,1
775,1,4
776,2,2
777,2,2
778,4,0
779,2,0
780,7,3
781,8,1
782,6,1
783,6,2
784,4,1
785,0,0
786,2,3
787,0,5
788,1,1
789,7,8
790,3,0
791,8,6
792,3,5
793,6,1
794,7,2
795,9,6
796,5,8
797,0,4
798,0,9
799,8,1
800,6,7
801,8,8
802,3,8
803,9,4
804,0,2
805,3,8
806,6,8
807,9,6
808,6,6
809,4,3
810,8,9
811,7,4
812,5,1
813,0,4
814,6,7
815,5,9
816,9,1
817,9,7
818,7,0
819,3,1
820,0,6
821,7,2
822,3,6
823,1,4
824,9,3
825,8,9
826,1,8
827,5,4
828,3,4
829,9,4
830,4,6
831,1,5
832,7,7
833,5,8
834,2,6
835,2,2
836,7,1
837,4,4
838,5,0
839,1,5
840,5,6
841,1,2
842,8,4
843,8,7
844,5,1
845,9,2
846,5,3
847,6,7
848,4,2
849,1,0
850,9,1
851,4,6
852,5,8
853,4,3
854,2,4
855,4,2
856,5,9
857,4,0
858,2,7
859,5,0
860,8,0
861,7,9
862,1,4
863,6,2
864,2,4
865,2,5
866,6,9
867,3,8
868,2,2
869,9,8
870,6,4
871,4,3
872,8,9
873,0,4
874,7,5
875,8,9
876,9,4
877,3,7
878,9,9
879,9,6
880,3,2
881,7,9
882,6,4
883,7,0
884,7,9
885,0,7
886,5,4
887,8,4
888,1,8
889,9,9
890,9,5
891,8,8
892,6,3
893,4,9
894,2,4
895,0,2
896,7,2
897,8,2
898,1,5
899,4,2
900,9,6
901,4,9
902,2,9
903,1,3
904,1,3
905,3,0
906,1,2
907,4,5
908,7,9
909,7,9
910,0,7
911,1,9
912,8,1
913,1,6
914,6,0
915,6,8
916,3,6
917,4,8
918,9,7
919,3,0
920,0,2
921,8,0
922,4,7
923,5,1
924,1,6
925,2,9
926,6,7
927,9,5
928,8,7
929,0,6
930,8,8
931,3,6
932,6,6
933,7,1
934,0,7
935,9,1
936,3,8
937,1,8
938,6,6
939,9,6
940,0,7
941,2,7
942,8,4
943,2,0
944,6,2
945,2,0
946,6,5
947,2,3
948,5,5
949,7,8
950,8,2
951,7,8
952,9,4
953,7,0
954,1,7
955,6,7
956,2,8
957,6,7
958,8,3
959,8,7
960,6,4
961,8,2
962,6,3
963,2,0
964,7,1
965,7,0
966,0,1
967,9,8
968,8,9
969,4,6
970,9,0
971,0,9
972,6,3
973,0,9
974,7,8
975,3,3
976,5,0
977,5,4
978,5,1
979,8,7
980,1,9
981,1,6
982,5,9
983,3,9
984,6,9
985,2,2
986,9,7
987,5,8
988,2,0
989,6,4
990,0,4
991,3,1
992,3,3
993,7,7
994,9,2
995,0,9
996,3,9
997,7,0
998,4,0
999,6,4
